prompt,expected_service
Hydrogen ions are formed when:,clinical_knowledge
Which one of the following manoeuvres is not a central painf,anatomy
Dopamine is prescribed at a rate of 4 micrograms/kg/min. For,medicine
Which of the following is true about the rectal examination?,anatomy
Why can't a patient talk if the cuff is inflated?,anatomy
Wound drainage should be assessed for volume and consistency,anatomy
Creatine is synthesized from:,college_chemistry
If a catheter resists all attempts to unblock it and you are,anatomy
Bladder washout solution should be:,anatomy
When developing a plan of care relating to the management of,medicine
Patients with the apolipoprotein E gene are at risk of which,anatomy
Which of the following groups of drugs may cause a dry mouth,anatomy
Which of the following is not a true statement?,generic_qa
"If a patient is cyanosed, what might their oxygen saturation",anatomy
When assessing a patient's breathing:,anatomy
A person is prescribed Ropinirole 1.5 mg divided into three,medicine
Which of the following is thought to be implicated in the de,anatomy
The ATP store in muscle can only supply energy in high inten,generic_qa
960 mg of the antibacterial drug Cotrimoxazole is prescribed,medicine
Which of the following is true of hypothyroidism?,anatomy
What is hypochlorhydria?,anatomy
"A 67-year-old man, three hours post-transurethral resection",anatomy
A keloid is:,anatomy
Which of the following is not an amino acid?,anatomy
Wound drainage is described as serous if:,anatomy
The sex of a child is dictated by the inheritance of:,anatomy
Which of the following is true in spastic paraplegia?,anatomy
"The synthesis of glucose from lactate, glycerol, or amino ac",college_chemistry
If a blood unit has been out of refrigeration for longer tha,medicine
The auscultatory gap is:,anatomy
How many different types of microorganisms may colonize the,anatomy
Why should shampoo not be used for washing the skin when sho,generic_qa
Which of the following is the same strength as Adrenaline 1,generic_qa
An allele that is masked is referred to as:,anatomy
Hypernatraemic dehydration is:,medicine
Which of the following is not associated with an increase in,anatomy
Which of the following can act as an intracellular buffer to,anatomy
Which of the following is true about Addisons Disease?,anatomy
Which of the following are indicative signs and symptoms of,anatomy
What is the most likely cause of acute urinary retention of,anatomy
Which of the following tools is the first choice for cleanin,anatomy
Which of the following drugs may be used to enhance gastric,anatomy
The creatine kinase reaction is:,clinical_knowledge
Where should a stoma be sited?,anatomy
Women's world record performances have improved rapidly in r,generic_qa
Our genetic material is made up of:,college_biology
Insensible loss does not come from:,generic_qa
"Exhaustion, confusion, and unresponsiveness can be indicator",anatomy
Pairs of electrons carried in the form FADH2 and NADH+H co,clinical_knowledge
A muscle fibre relaxes when:,anatomy
Which of the following best describes the Golgi tendon organ,anatomy
The pulse can be palpated:,anatomy
The pyruvate dehydrogenase complex:,anatomy
Which of the following is true about the knee joint?,anatomy
Who is the publication Your guide to the NHS written for?,generic_qa
Which of the following is true about the assessment of arm r,anatomy
Which of these is most likely to cause deviation of the trac,anatomy
What is the risk if water is used for bladder washout in sec,anatomy
What is the 'normal' range of flexion at the knee joint?,anatomy
Which of the following is not a controlled drug?,generic_qa
After what period of time does maximal dynamic exercise beco,anatomy
The trigger to initiate the contractile process in skeletal,anatomy
Which of the following is NOT a sign of phlebitis?,anatomy
The energy charge of the cell is:,generic_qa
The sarcoplasmic reticulum in muscle cells acts as a:,anatomy
Which of the following parameters are seen on typical neurol,anatomy
In the discharge checklist recommended by the Department of,generic_qa
Which of the following is true regarding the complications o,anatomy
The heart has:,anatomy
Which one of the following groups of patients should be asse,anatomy
What is the purpose of the cuff on a tracheostomy tube?,anatomy
What type of covalent bonds link the amino acids in a protei,anatomy
Which is the most reliable way to assess for clubbing?,anatomy
The term gene doping refers to:,generic_qa
Name three of the five main uses of the hand.,anatomy
Which of the following is true about an abdominal mass?,anatomy
Which of the following is not a category used to classify pa,generic_qa
Which of these combinations of clinical features is most sug,anatomy
"Prior to undergoing a painful procedure, a patient should be",generic_qa
The conversion of one molecule of glucose to two molecules o,college_chemistry
The net production of ATP via substrate-level phosphorylatio,college_biology
Which of the following is true about rectal bleeding?,anatomy
Mutations are errors in DNA that:,college_biology
"When recording peak flow results, within how many litres/min",generic_qa
Peak flow meters record:,generic_qa
Which of the following should patients remember when taking,medicine
Which of the following molecules does not form part of DNA?,college_chemistry
Which of the following is true about jaundice?,anatomy
Which of the following nucleotide bases is not found in RNA?,anatomy
Bronchial breathing is characterized by,anatomy
Which of the following drugs is most commonly responsible fo,anatomy
The frontal lobe of the brain's cortex is responsible for wh,anatomy
The carpal bones are the small bones of the wrist - name the,anatomy
The process of translation requires the presence of:,generic_qa
What is 'coring'?,generic_qa
What must you ensure before a speaking valve is used?,anatomy
Which one of the following statements is true with regard to,anatomy
Which of the following factors can affect enzyme activity?,clinical_knowledge
"For very high force contractions lasting 1-2 seconds, the in",generic_qa
A change in blood pressure is detected by the:,anatomy
Blood clots are responsible for repeatedly blocking a cathet,anatomy
What is the pH of water?,anatomy
How long can a cannula remain in situ?,anatomy
Metabolism is determined by the:,anatomy
How many chromosomes do all human somatic cells contain?,anatomy
Under what circumstances would you use antibiotics prior to,anatomy
Which of these features suggest that a pulsation in the neck,anatomy
The rate limiting enzyme of glycolysis is:,anatomy
Which of the following is true about haemorrhoids?,anatomy
Selective Androgen Receptor Modulators (SARMs) are:,medicine
The beta-oxidation of a molecule of palmitic acid,college_chemistry
Which products of ADP degradation increase in concentration,anatomy
The optimum position for performing CPR is to position the p,anatomy
The complete resynthesis of phosphocreatine after very high,generic_qa
What type of joint is the elbow?,anatomy
A hypertonic solution is:,generic_qa
Which of these is not necessary when examining the jugular v,anatomy
The maximum sustainable power:,generic_qa
Fast-twitch fibres contain:,anatomy
The rate of blood lactate accumulation is determined by:,anatomy
The enzymes of glycolysis are located in the:,anatomy
The energy released from the breakdown of the high-energy ph,clinical_knowledge
Prosthetic groups are:,anatomy
Which of the following is true in peripheral neuropathy?,anatomy
Which of the following is true about involuntary movements i,anatomy
Which of these options is not recognized as a cause of chron,anatomy
Which of the following is recommended for cleaning the mouth,anatomy
As a general principle what is the best approach to the use,medicine
Which of the following best describes nociceptive pain?,anatomy
Complete the following: A variation of serial peak flow read,generic_qa
Under which circumstances would you not use a catheter valve,anatomy
Which of the following is true of Paget's Disease?,anatomy
Your first action following confirmation of cardiac arrest i,anatomy
What is an urgent reason for catheterizing a patient?,anatomy
Which of the following is true?,generic_qa
Who has legal responsibility for a patient's care during hos,business_ethics
Endurance training increases the muscle's capacity to:,anatomy
An action potential arriving at the motor endplate causes re,anatomy
Your patient has diabetes. Why is this important?,medicine
What is meant by the term 'passive movements'?,anatomy
What is a tracheostomy?,anatomy
Which of the following is true of haematemesis?,anatomy
Which of the following is true of rheumatoid arthritis?,anatomy
Why should careful consideration be given to providing peopl,generic_qa
Which of the following is true about the carpal tunnel syndr,anatomy
How many CO2 and ATP molecules are formed during one complet,clinical_knowledge
Which potential complication of IV therapy is described thus,anatomy
Which of the following is present in saliva and has an antib,anatomy
The genome is:,generic_qa
Alterations in which neurotransmitters in the brain by pharm,anatomy
In all-out exercise such as sprinting the first fibre types,anatomy
The main fate of lactate that leaves muscle and enters the c,anatomy
The most rapid method to resynthesize ATP during exercise is,generic_qa
Which of the following is true in a sensory assessment of th,anatomy
The blood glucose concentration during 80-90 minutes of inte,anatomy
One of the most common reasons for stoma formation is:,anatomy
A surgical support can be used for:,anatomy
What size of catheter bag may be used at night?,anatomy
Anaerobic metabolism refers to the generation of ATP:,clinical_knowledge
Approximately how many kJ of energy are expended if an athle,medicine
A patient has been on the operating table for four hours. Ho,anatomy
Eccrine and apocrine glands are both types of:,anatomy
Which of the following is true of the assessment of power in,generic_qa
"Two of the following are evident - pain at IV site, erythema",anatomy
Which hormone is primarily responsible for fluid regulation?,anatomy
The low intake of carbohydrate in the diet:,anatomy
Phophocreatine resynthesis during recovery from exercise is,anatomy
The transcription of DNA to a molecule of messenger RNA occu,college_biology
Oedema is the presence of:,anatomy
Why should the short-acting bronchodilator be taken first?,generic_qa
Which of the following is true about an intention tremor?,anatomy
Glucose is transported into the muscle cell:,anatomy
Oxygen is used:,college_chemistry
Measuring the blood pressure in an arm that is above the lev,anatomy
When you are taking a musculoskeletal history which of the f,anatomy
Why are male patients advised to take their own electric raz,generic_qa
Which organ secretes insulin?,anatomy
"When teaching a patient inhaler technique, how will you ensu",anatomy
Why should a patient stand or sit as upright as possible whe,anatomy
Why might a patient need a tracheostomy?,anatomy
"In general, the higher the intensity of exercise, the greate",generic_qa
What is the second commonest hospital acquired infection?,anatomy
Phosphocreatine in the muscle cell is found in:,anatomy
The patient's self-report of pain is important because healt,medicine
A frameshift mutation is created when?,college_biology
"To prevent desiccation and injury, the embryos of terrestria",anatomy
Which of the following is a second messenger that stimulates,anatomy
Synthesis of an RNA/DNA hybrid from a single-stranded RNA te,college_biology
In order for the Hardy-Weinberg law to operate with respect,clinical_knowledge
The Barr body found within female mammalian cells' nuclei is,anatomy
Which of the following is NOT a source of atmospheric carbon,generic_qa
The concept of punctuated equilibrium refers to?,anatomy
"When an influenza virus enters a cell, it immediately starts",anatomy
Cleavage symmetry arising from early cell divisions that occ,anatomy
Targeting of a newly synthesized protein is most likely to r,anatomy
"In Sweden, the red fox (Vulpes vulpes) severely limits popul",anatomy
A cell nucleus contains which of the following?,anatomy
"In one taxonomic classification, Archaea, Eukarya, and Bacte",generic_qa
A rise in intracellular free calcium in the sea urchin oocyt,anatomy
Which of the following is a benefit that mycorrhizal fungi c,college_biology
Experiments on song development in birds have shown that whe,generic_qa
Which of the following most accurately describes a retrotran,college_biology
The soils of which of the following biomes has the highest r,anatomy
Which of the following best explains why enzymes are effecti,clinical_knowledge
"In the growth of a population, the point at which natality a",generic_qa
The wings of a bat and the wings of a butterfly are?,anatomy
The cell type comprising the pith tissue centered within a d,anatomy
Mobile regions of DNA capable of inserting themselves into a,college_biology
The process in which pioneer species colonize a bare substra,anatomy
Brood parasites such as the cuckoo successfully trick other,generic_qa
"Cell motility, as viewed in a cultured fibroblast, encompass",anatomy
"According to Hamilton's rule, an altruistic trait can evolve",business_ethics
Adaptations of plants to minimize water loss in environments,anatomy
All of the following might be found in connective tissue EXC,anatomy
Which of the following is typically NOT found in normal soma,anatomy
The members of a bird species capable of nesting in treetops,anatomy
All of the following characteristics are typical of r-select,generic_qa
A DNA strand with the sequence 5' CGA TTG 3' would be comple,college_biology
Ferns undergo alternation of generations in which a?,college_biology
Which of the following statements concerning a sarcomere of,anatomy
Aggressive ants live in the swollen thorns of a small tropic,anatomy
The sight organs of crustaceans and insects contain ommatidi,anatomy
An embryologist studying the development of a vertebrate org,anatomy
A stem-boring beetle has laid its eggs in the center of a 5-,anatomy
The following pairs were placed in solution together. Which,anatomy
Which of the following would increase the rate at which a ga,anatomy
The structures that act as sites of gas exchange in a woody,anatomy
Natural enemies have been implicated as a strong selective f,generic_qa
Which of the following is NOT a characteristic of introns?,college_biology
A healthy person sitting at rest consciously begins to breat,anatomy
Which of the following is the correct anatomical order of st,anatomy
A marine ecosystem region characterized by penetrance of sol,anatomy
"In humans, a hereditary disorder called xeroderma pigmentosu",anatomy
Chemosynthetic bacteria can produce their own food despite t,college_chemistry
All of the following may serve as intracellular messengers E,anatomy
All of the following statements about plant embryogenesis ar,college_biology
Mouse sperm contain receptor proteins that bind to a glycopr,anatomy
Which of the following factors does NOT promote linkage dise,generic_qa
"In an experiment, the first cleavage plane of an amphibian z",anatomy
Nerve outgrowth from a developing neuron begins at the growt,anatomy
Monoclonal antisera are distinguished from polyclonal antise,anatomy
The first groups of animals to develop lung tissue adequate,anatomy
Which of the following is a biological attribute that would,anatomy
"In the formation of the earliest cells, which of the followi",anatomy
"Which of the following facts was established prior to 1859,",history
Fungi participate in each of the following EXCEPT?,anatomy
"In chloroplasts, a certain protein is found in the lumen of",anatomy
"During the mammalian cardiac cycle, a volume of blood equiva",anatomy
Which of the following statements concerning the Golgi appar,anatomy
The first point of entry of water at the roots of a monocot,anatomy
Which of the following plant cells undergoes programmed cell,college_biology
Which of the following characteristics distinguishes angiosp,anatomy
A species of goose nests on both cliffs and beaches near the,anatomy
Immunoglobulins having epsilon heavy chains and located on t,anatomy
"A fluorescent molecule of 1,000 daltons injected into one ce",anatomy
Annelids and arthropods are similar to each other in that me,anatomy
Approximately what fraction of the human genome encodes prot,anatomy
Which of the following statements is true of air as compared,astronomy
Which of the following is true of organisms belonging to the,anatomy
The section of chromosome that serves as the site of attachm,anatomy
A plant that grows along a trellis exhibits?,anatomy
If the activity of an enzyme is constant over a broad range,clinical_knowledge
"In garden peas, the allele for tall plants (D) is completely",college_biology
Cancer cells grown in culture are similar to normal cells gr,clinical_knowledge
Which of the following techniques could be used to demonstra,anatomy
Adequate serum levels of calcium are maintained in humans by,anatomy
The amino acid ornithine is regenerated during each turn of,anatomy
Which is a characteristic unique to angiosperms?,anatomy
Mammals are homeostatic for all of the following EXCEPT?,anatomy
The crouching of very young birds in response to a predator',anatomy
"Among primates, a high degree of sexual dimorphism in a spec",anatomy
Which of the following tissues in an actively photosynthesiz,anatomy
A recent theory concerning an unusual rise in asthma attacks,astronomy
Hybrids between some related species of plants are sterile b,college_biology
Phalloidin is a toxin made by the death cap mushroom. The to,anatomy
Hardy-Weinberg equilibrium generally assumes all of the foll,clinical_knowledge
Which of the following statements about fungi is NOT true?,anatomy
Which of the following is encoded by the src oncogene and ca,clinical_knowledge
Both C4 and CAM plants employ physiological and biochemical,college_biology
Which of the following depicts the correct sequence of membr,anatomy
Antibiotics that affect bacterial cells interfere with all o,clinical_knowledge
The polytene chromosomes seen in Drosophila silvarentis with,anatomy
Which of the following agents will induce polyploidy in a di,anatomy
Which of the following statements about mitochondria and chl,anatomy
How do cyanobacteria differ from green unicellular algae?,anatomy
Stabilization of the unique coiled structure of an alpha hel,anatomy
The target of digestion of a nucleosome dimer to nucleosome,anatomy
A prokaryote that is thermophilic and methanogenic and has i,anatomy
All of the following environmental conditions increase the r,generic_qa
Which of the following statements about embryonic cleavage i,anatomy
"In eukaryotic photosynthetic cells, which of the following o",college_biology
Many marine birds drink seawater yet maintain their internal,anatomy
A species of small rodent eats seeds from only one species o,generic_qa
Which of the following sources makes the greatest contributi,college_biology
Which of the following must be true in order for evolution t,generic_qa
"From an evolutionary perspective, the optimality theory as a",business_ethics
"In the presence of alcohol dehydrogenase, the rate of reduct",clinical_knowledge
Which of the following best explains how mutations in DNA ca,college_biology
A competitive inhibitor of an enzyme exerts its effect by?,clinical_knowledge
The ability of the brain to detect differences in stimulus i,anatomy
Which of the following is the best explanation for why net p,anatomy
Proteins were shown to move about in a plane of the plasma m,clinical_knowledge
Gene flow between populations results in?,college_biology
A subunit of DNA and protein consisting of 134-base-pair lon,anatomy
Which of the following would be the most dependable environm,anatomy
Mitochondria isolated and placed in a buffered solution with,college_biology
An organism belonging to the nekton is which one of the foll,anatomy
A behavioral response called a fixed action pattern shown by,anatomy
Which of the following adaptations would limit pollination b,college_biology
Double fertilization is a unique feature of flowering plants,anatomy
Mutation of homeotic cluster genes often results in which of,anatomy
Root pressure created by a plant's roots causes water to ent,anatomy
Cellular uptake of cholesterol occurs through internalizatio,anatomy
Two xylem plant cell types that provide support and conduct,anatomy
Which of the following statements about excretory organs is,anatomy
Mimicry is a strategy that has evolved through natural selec,anatomy
Keystone species are thought to have profound effects on the,business_ethics
Which of the following is a reason that geneticists use mito,college_biology
"A quote from a natural resources text states: ""Whenever the",clinical_knowledge
A female fruit fly bearing linked genes that produce the phe,college_genetics
Which of the following active pools of carbon is the largest,anatomy
Charles Darwin's proposed conditions for natural selection e,generic_qa
Which of the following is a correct statement about the cohe,anatomy
"In fungi, cell walls are reinforced by which of the followin",anatomy
"In plants, proton pumps are involved in the process of loadi",college_biology
Which of the following characteristics is predicted for an e,clinical_knowledge
Which of the following is the symplastic pathway for the mov,anatomy
Infrared (IR) spectroscopy is useful for determining certain,astronomy
What is the maximum number of phases that can be at equilibr,generic_qa
"When the following equation is balanced, which of the follow",college_chemistry
The equation delta H = delta U + P delta V is applicable?,college_chemistry
Nitronyl nitroxides are stable radicals in which the unpaire,college_chemistry
Cobalt-60 is used in the radiation therapy of cancer and can,astronomy
Which of the following is required for both paramagnetism an,clinical_knowledge
The 1H spectrum of a mixture of dimethylsulphoxide (DMSO) an,college_chemistry
Which of the following statements most accurately explains w,mathematics
The 1H Larmor frequency of benzene exceeds that of trifluoro,mathematics
Suppose that the 13C nuclei in a molecule in a 600 MHz spect,mathematics
Estimate the beta-hyperfine value for the cyclobutyl radical,astronomy
What is the ratio of line intensities in the EPR spectrum of,college_chemistry
Which one sentence explains most accurately why spin trappin,college_chemistry
Calculate the magnetic moment of a 13C nucleus.?,college_chemistry
The normal modes of a carbon dioxide molecule that are infra,astronomy
Which of the following is a true statement about optical iso,abstract_algebra
Which one of the following statements is true:?,astronomy
Calculate the Larmor frequency for a proton in a magnetic fi,astronomy
Which of the following is an n-type semiconductor?,college_chemistry
Which of the following statements most accurately explains w,college_chemistry
"At 25 degrees C, the maximum amount of PbI2 that can be dis",college_chemistry
The 13C spectrum of which isomer of C6H14 has lines with fiv,college_chemistry
Which of the following is the most common naturally-occurrin,college_chemistry
Which nuclide has an NMR frequency of 115.5 MHz in a 20.0 T,astronomy
Which of the following must be true about a binary liquid mi,college_chemistry
A single line is seen in the 31P spectrum of a solution of s,college_chemistry
"For EDTA titrations, the analyte solution and the titrant so",college_chemistry
The Henry's law constant for CO2 dissolved in water at 25 deg,mathematics
A student performs five titrations and obtains a mean result,college_chemistry
A Cu(II) metal ion produces four lines with a hyperfine spl,astronomy
"On the basis of oxidation-reduction potential, which of the",college_chemistry
Which of the following statements is not a reason why tetram,college_chemistry
The X-band (9.5 GHz) EPR spectrum of a matrix isolated Na at,astronomy
Calculate the spin angular momentum of 43Ca.,astronomy
Calculate the magnetic field responsible for the polarizatio,college_chemistry
The T2 of an NMR line is 15 ms. Ignoring other sources of li,astronomy
What is the maximum value of the z-component of the spin an,astronomy
"Of the following compounds, which has the lowest melting poi",college_chemistry
Which of the following statements about nuclear binding ener,astronomy
Predict the hyperfine value for the EPR spectrum of fully de,astronomy
The strongest base in liquid ammonia is?,college_chemistry
The equilibrium populations of the 1H energy levels of a mol,college_chemistry
Calculate the Q-factor for an X-band EPR cavity with a reson,astronomy
The 13C chemical shifts of benzene and chloroform are 128.4,college_chemistry
"Of the following solutions, which will have the highest ioni",college_chemistry
What is the strength (B1) of a 13C 90 degree pulse of duration 1 microsecond,college_nuclear_magnetic_resonance
Which of the following experimental observations were explai,astronomy
"A radioactive isotope, which is used in diagnostic imaging,",college_chemistry
What is the orbital angular momentum quantum number of the p,astronomy
Considering 0.1 M aqueous solutions of each of the following,college_chemistry
A silyl radical bearing an Si-H fragment has a g value of 2,astronomy
Elements with partially filled 4f or 5f orbitals include all,college_chemistry
Calculate spin density on the central carbon atom of malonic,clinical_knowledge
"In fluorescence spectroscopy, the quantum yield is best desc",college_chemistry
Which one of the following statements is true:?,college_chemistry
What is the magnetic moment of 205Tl?,astronomy
A molecule has a rotational correlation time of 1 ns. At wha,college_chemistry
"Of the following ionic substances, which has the greatest la",college_chemistry
Which of the following compounds has a 1H resonance approxim,college_chemistry
Calculate the equilibrium polarization of 13C nuclei in a 20,astronomy
The magnetic moment of an unknown nuclide is 2.884 x 10^-26,clinical_knowledge
Which of the following is (are) characteristic of mass spect,college_chemistry
Which of the following types of spectroscopy is a light-scat,astronomy
When the Heisenberg uncertainty principle is applied to a qu,abstract_algebra
The dissociation energy for a hydrogen-bromine bond is defin,college_chemistry
23Na has an NMR frequency of 198.52 MHz in a 750 MHz NMR spe,astronomy
Exact solutions of the Schrodinger equation CANNOT be obtain,mathematics
What is the limiting high-temperature molar heat capacity at,mathematics
The +1 oxidation state is more stable than the +3 oxidation,college_chemistry
The fact that the infrared absorption frequency of deuterium,astronomy
The number of allowed energy levels for the 55Mn nuclide are,astronomy
A substance that is NOT generally considered to be a toxic p,college_chemistry
All proteins absorb electromagnetic radiation of wavelength,astronomy
The rotational correlation time of a spherical object of rad,mathematics
Chlorofluorocarbons (CFCs) such as F3CCCl3 are implicated in,college_chemistry
The solid-state structures of the principal allotropes of el,anatomy
A buffer is made from equal concentrations of a weak acid an,college_chemistry
Which of the following is classified as a conjugate acid-bas,clinical_knowledge
Which of the following metal ions cannot be used as a parama,college_chemistry
An electron and a proton are placed in a 1.0 T magnetic fiel,astronomy
The amplitude of a free induction decay drops to 25% of its,mathematics
The molecular geometry of thionyl chloride SOCl2 is best des,college_chemistry
Which of the following procedures tend(s) to minimize the in,college_computer_science
A PO3- radical produces a pair of lines separated by 280 MHz,astronomy
Calculate the relative occupancies of the alpha and beta spin,college_chemistry
Which of the following is a primary standard for use in stan,college_chemistry
Which of the following is lower for argon than for neon?,astronomy
The 99Ru chemical shift of [Ru(H2O)6]2+ is 16050 ppm relati,college_chemistry
"During a delay, spins with an offset frequency omega = 250 ra",generic_qa
Which of the following is always true of a spontaneous proce,clinical_knowledge
Nitronyl nitroxides are stable radicals in which the unpaire,college_chemistry
Redox enzyme catalysis involves the cyclic oxidation and red,clinical_knowledge
In the vibrational-rotational spectrum of a diatomic molecul,astronomy
"Of the following atoms, which has the lowest electron affini",college_chemistry
"Of the following ions, which has the smallest radius?",anatomy
What is the NMR frequency of 31P in a 20.0 T magnetic field?,astronomy
Predict the number of lines in the EPR spectrum of a solutio,astronomy
"Of the following compounds, which is LEAST likely to behave",college_chemistry
An integer c is a common divisor of two integers x and y if,mathematics
"In the NoNicks operating system, the time required by a sin",college_computer_science
You want to cluster 7 points into 3 clusters using the k-Mea,mathematics
Any set of Boolean operators that is sufficient to represent,abstract_algebra
Consider the collection of all undirected graphs with 10 nod,mathematics
Resolution theorem proving for showing that a formula of pro,abstract_algebra
Which of the following statements describe(s) properties of,college_computer_science
Which of the following statements about floating-point arith,college_computer_science
Suppose sharing of tiles in a multilevel directory structure,college_computer_science
"Mergesort works by splitting a list of n numbers in half, so",mathematics
If p(x) is the minimal-degree interpolating polynomial for t,abstract_algebra
"An internal hash table has 5 buckets, numbered 0, 1, 2, 3, 4",college_computer_science
TCP protocol is responsible (among other things) for?,college_computer_science
Let A and B be two sets of words (strings) from sigma star,abstract_algebra
"For all strings x, the function x^M is defined recursively a",abstract_algebra
Which of the following is NOT a reasonable justification for,business_ethics
The language {ww | w in (0 + 1)*} is?,college_computer_science
Which of the following statements about Ethernets is typical,college_computer_science
Let P be a procedure that for some inputs calls itself (i.e.,mathematics
Which of the following comes closest to being a perfectly se,mathematics
Of the following problems concerning a given undirected grap,abstract_algebra
The IP protocol is primarily concerned with?,astronomy
"Of the following, which best approximates the ratio of the n",mathematics
Consider a computer system in which processes can request an,college_computer_science
"""Magic memory"" has two operations: Read and Clear. Both are",generic_qa
Which of the following is the name of the data structure in,college_computer_science
Which of the following algorithms has running time O(n^2) in,college_computer_science
Languages with a structure that implements abstract data typ,college_computer_science
Which of the following is NOT a property of bitmap graphics?,college_computer_science
Which of the following is true of interrupts?,computer_science
"In a height-balanced binary search tree, the heights of the",mathematics
Bob writes down a number between 1 and 1000. Mary must iden,generic_qa
Which of the following is (are) true about virtual memory sy,college_computer_science
Which of the following is usually NOT represented in a subrou,college_computer_science
Which of the following statements about a remote procedure c,computer_science
"Of the following sorting algorithms, which has a running tim",college_computer_science
A particular parallel program computation requires 100 secon,college_computer_science
Consider the representation of six-bit numbers by two's comp,college_computer_science
"Of the following, which best characterizes computers that us",college_computer_science
Many cryptographic protocols base their security on assumpti,abstract_algebra
Which of the following sets of bit strings CANNOT be describ,abstract_algebra
Which of the following conditions can be expressed by a Bool,mathematics
Two alternatives for interconnecting a set of processors wit,mathematics
"For a connected, undirected graph G = (V, E), which of the f",mathematics
In multiprogrammed systems it is advantageous if some progra,college_computer_science
Which of the following decimal numbers has an exact represen,mathematics
Function signatures describe the types of the arguments to a,abstract_algebra
Array A contains 256 elements of 4 bytes each. Its first ele,college_computer_science
In which of the following representations of numbers by 8-bi,college_computer_science
If a malicious process is granted temporary administrator-le,business_ethics
Which of the following statements about horizontal versus ve,college_computer_science
"A ""strictly binary tree"" is a binary tree in which every nod",mathematics
Which of the following sorting algorithms has average-case a,college_computer_science
Consider the following equations concerning a stack module t,college_computer_science
Assume that any assignment statement can be executed in unit,college_computer_science
Two expressions E and F are said to be unifiable if there ar,abstract_algebra
Which of the following instruction-set features is NOT gener,college_computer_science
"Let k >= 2. Let L be the set of strings in {0, 1}* such tha",abstract_algebra
"Let G = (V, E) be a finite directed acyclic graph with |E| >",abstract_algebra
Let T be a depth-first search tree of a connected undirected,abstract_algebra
"In systems with support for automatic memory management, a g",college_computer_science
"In the Internet Protocol (IP) suite of protocols, which of t",college_computer_science
Which of the following language features requires that stack,college_computer_science
Which of the following is not a sentence that is generated b,abstract_algebra
Let T (n) be defined by T(1) = 7 and T(n + 1) = 3n + T(n) fo,mathematics
Which of the following problems is (are) decidable?,abstract_algebra
Which of the following statements about circuits is (are) tr,college_computer_science
Two single-user workstations are attached to the same local,college_computer_science
Assume that a debugger places a breakpoint at a load instruc,college_computer_science
Which of the following considerations applies (apply) to cho,college_computer_science
Two processors M-5 and M-7 implement the same instruction s,college_computer_science
Which of the following pairs of 8-bit two's-complement numb,college_computer_science
Two computers communicate with each other by sending data pa,college_computer_science
Consider the following grammar: S -> ( S ) S -> x. Which of the,mathematics
Hash tables can contribute to an efficient average-case solu,generic_qa
"Let A be a finite set with m elements, and let B be a finite",abstract_algebra
"To compute the matrix product M_1M_2, where M_1 has p rows a",abstract_algebra
The hit ratio of a cache memory is the percentage of accesse,college_computer_science
A particular disk unit uses a bit string to record the occup,college_computer_science
An Euler circuit of an undirected graph is a circuit in whic,mathematics
Which of the following characteristics of a programming lang,college_computer_science
Which of the following statements about datagrams sent by a,college_computer_science
A starvation-free job-scheduling policy guarantees that no j,college_computer_science
"Of the following, which gives the best upper bound for the v",mathematics
"Company X shipped 5 computer chips, 1 of which was defective",college_computer_science
Which of the following problems can be solved by a standard,college_computer_science
A program that checks spelling works in the following way.,mathematics
One approach to handling fuzzy logic data might be to design,college_computer_science
Local caching of files is common in distributed file systems,college_computer_science
Array A contains 256 elements of 4 bytes each. Its first ele,college_computer_science
"At time 0, five jobs are available for execution on a single",mathematics
"Let G = (V, E) be a connected, undirected graph, and let a a",abstract_algebra
A major advantage of direct mapping of a cache is its simpli,mathematics
"Let M be a single-tape, deterministic Turing machine with ta",mathematics
"A 3-way, set-associative cache is?",college_computer_science
Consider an object-oriented language in which all entities a,college_computer_science
In a pipelined RISC computer where all arithmetic instructio,college_computer_science
A microcomputer used for data acquisition and control is req,college_computer_science
Suppose that a certain software product has a mean time betw,mathematics
"Up to isomorphism, how many additive abelian groups G of ord",abstract_algebra
Suppose P is the set of polynomials with coefficients in Z_5,abstract_algebra
The shortest distance from the curve xy = 8 to the origin is,mathematics
"There are 25 suitcases, 5 of which are damaged. Three suitca",mathematics
"Let (Z_10 + x) be the ring of integers modulo 10, and l",abstract_algebra
A ladder 9 meters in length is leaning against a vertical wa,mathematics
Consider a segment of length 10. Points A and B are chosen r,generic_qa
Let V be a finite-dimensional real vector space and let P be,abstract_algebra
Which of the following is true?,abstract_algebra
A discrete graph is complete if there is an edge connecting,college_graph_theory
Suppose X is a discrete random variable on the set of positi,mathematics
Let V and W be 4-dimensional subspaces of a 7-dimensional ve,abstract_algebra
A large class is to be divided into teams and each student m,clinical_knowledge
Sofia and Tess will each randomly choose one of the 10 integ,mathematics
"Let K be a nonempty subset of R^n, where n > 1. Which of the",mathematics
Suppose V is a real vector space of finite dimension n. Call,abstract_algebra
Let F be a constant unit force that is parallel to the vecto,mathematics
"Let X be a topological space, and let A, B, and C be nonempt",abstract_algebra
Let x_1 = 1 and x_(n+1) = sqrt(3+2x_n) for all positive inte,mathematics
"If v is an eigenvector of an invertible matrix A, then which",abstract_algebra
For how many positive integers k does the ordinary decimal r,generic_qa
Let R be a ring with a multiplicative identity. If U is an a,abstract_algebra
"A six-sided die (whose faces are numbered 1 through 6, as us",mathematics
